family,state,measurement,expected_px,observed_px,delta_px,status,formula,artifact_csv
static and focused launcher surfaces,project-menu-geometry,header simple menu item right inset,6.00,6.00,0.00,zero-delta,HeaderGeometry.SIMPLE_MENU_ITEM_SHELL_INSET,/private/tmp/astra-gui-final-margin-pass-v3/project-menu-geometry.csv
static and focused launcher surfaces,project-menu-geometry,header simple menu label left inset,7.00,7.00,0.00,zero-delta,HeaderGeometry.ACTION_CLUSTER_GAP,/private/tmp/astra-gui-final-margin-pass-v3/project-menu-geometry.csv
static and focused launcher surfaces,run-setup-geometry-overlay,left outer margin,24.00,24.00,0.00,zero-delta,OUTER_MARGIN,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,input pane to output pane,16.00,16.00,0.00,zero-delta,OUTER_MARGIN - SCROLLBAR_SIDE_PADDING,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,scrollbar gutter width,24.00,24.00,0.00,zero-delta,SCROLLBAR_GUTTER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,visible bar width,8.00,8.00,0.00,zero-delta,SCROLLBAR_GUTTER_WIDTH / 3,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,input content to visible bar,24.00,24.00,0.00,zero-delta,INPUT_CONTENT_TO_BAR_GAP + SCROLLBAR_SIDE_PADDING,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,visible bar to output pane,24.00,24.00,0.00,zero-delta,SCROLLBAR_SIDE_PADDING + INTER_PANE_GAP,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,right outer margin,24.00,24.00,0.00,zero-delta,OUTER_MARGIN,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,input pane bottom to output pane bottom,0.00,0.00,0.00,zero-delta,input/output panes share workspace bottom,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,header to input pane,24.00,24.00,0.00,zero-delta,workspace top OUTER_MARGIN,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,output pane to run button,24.00,24.00,0.00,zero-delta,main action bar top OUTER_MARGIN,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,run button to bottom,24.00,24.00,0.00,zero-delta,main action bar bottom OUTER_MARGIN,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,run button to right edge,24.00,24.00,0.00,zero-delta,main action bar right OUTER_MARGIN,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,channel panel to settings panel,24.00,24.00,0.00,zero-delta,INPUT_STACK_GAP,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,settings panel to advanced panel,24.00,24.00,0.00,zero-delta,INPUT_STACK_GAP,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,focused panel left inset,13.00,13.00,0.00,zero-delta,INTRA_PANEL_MARGIN + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,focused panel right inset,13.00,13.00,0.00,zero-delta,INTRA_PANEL_MARGIN + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,focused header to parameter grid,12.00,12.00,0.00,zero-delta,SECTION_CONTENT_GAP,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,parameter grid left padding,13.00,13.00,0.00,zero-delta,INTRA_PANEL_MARGIN + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,editor to parameter grid right,13.00,13.00,0.00,zero-delta,INTRA_PANEL_MARGIN + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,parameter row to row gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,dashboard grid left frame inset,0.00,0.00,0.00,zero-delta,dashboard frame has FLUSH padding,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,dashboard grid right frame inset,0.00,0.00,0.00,zero-delta,dashboard frame has FLUSH padding,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,dashboard card column gap,12.00,12.00,0.00,zero-delta,SECTION_CONTENT_GAP,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,dashboard card row gap,12.00,12.00,0.00,zero-delta,SECTION_CONTENT_GAP,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,run-setup-geometry-overlay,dashboard card left internal padding,13.00,13.00,0.00,zero-delta,DASHBOARD_CARD_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/run-setup-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,left outer margin,24.00,24.00,0.00,zero-delta,OUTER_MARGIN,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,input pane to output pane,16.00,16.00,0.00,zero-delta,OUTER_MARGIN - SCROLLBAR_SIDE_PADDING,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,scrollbar gutter width,24.00,24.00,0.00,zero-delta,SCROLLBAR_GUTTER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,visible bar width,8.00,8.00,0.00,zero-delta,SCROLLBAR_GUTTER_WIDTH / 3,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,input content to visible bar,24.00,24.00,0.00,zero-delta,INPUT_CONTENT_TO_BAR_GAP + SCROLLBAR_SIDE_PADDING,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,visible bar to output pane,24.00,24.00,0.00,zero-delta,SCROLLBAR_SIDE_PADDING + INTER_PANE_GAP,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,right outer margin,24.00,24.00,0.00,zero-delta,OUTER_MARGIN,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,input pane bottom to output pane bottom,0.00,0.00,0.00,zero-delta,input/output panes share workspace bottom,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,header to input pane,24.00,24.00,0.00,zero-delta,workspace top OUTER_MARGIN,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,output pane to run button,24.00,24.00,0.00,zero-delta,main action bar top OUTER_MARGIN,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,run button to bottom,24.00,24.00,0.00,zero-delta,main action bar bottom OUTER_MARGIN,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,run button to right edge,24.00,24.00,0.00,zero-delta,main action bar right OUTER_MARGIN,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,channel panel to settings panel,24.00,24.00,0.00,zero-delta,INPUT_STACK_GAP,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,settings panel to advanced panel,24.00,24.00,0.00,zero-delta,INPUT_STACK_GAP,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,focused panel left inset,13.00,13.00,0.00,zero-delta,INTRA_PANEL_MARGIN + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,focused panel right inset,13.00,13.00,0.00,zero-delta,INTRA_PANEL_MARGIN + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,focused header to parameter grid,12.00,12.00,0.00,zero-delta,SECTION_CONTENT_GAP,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,parameter grid left padding,13.00,13.00,0.00,zero-delta,INTRA_PANEL_MARGIN + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,editor to parameter grid right,13.00,13.00,0.00,zero-delta,INTRA_PANEL_MARGIN + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,parameter row to row gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,dependent panel outer left margin,19.00,19.00,0.00,zero-delta,INTRA_PANEL_MARGIN + SURFACE_BORDER_WIDTH + DEPENDENT_PANEL_OUTER_LEFT_MARGIN,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,dependent panel fills grid right edge,13.00,13.00,0.00,zero-delta,INTRA_PANEL_MARGIN + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,dependent rows container left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,dependent rows container right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,dashboard grid left frame inset,0.00,0.00,0.00,zero-delta,dashboard frame has FLUSH padding,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,dashboard grid right frame inset,0.00,0.00,0.00,zero-delta,dashboard frame has FLUSH padding,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,dashboard card column gap,12.00,12.00,0.00,zero-delta,SECTION_CONTENT_GAP,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,dashboard card row gap,12.00,12.00,0.00,zero-delta,SECTION_CONTENT_GAP,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,segmentation-geometry-overlay,dashboard card left internal padding,13.00,13.00,0.00,zero-delta,DASHBOARD_CARD_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/segmentation-geometry-overlay.csv
static and focused launcher surfaces,selected-images-dialog-geometry,dialog title to list gap,5.00,5.00,0.00,zero-delta,SelectionGeometry.LABEL_TO_LIST_GAP,/private/tmp/astra-gui-final-margin-pass-v3/selected-images-dialog-geometry.csv
static and focused launcher surfaces,settings-menu-geometry,header context menu width,390.00,390.00,0.00,zero-delta,HeaderGeometry.MENU_POPUP_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/settings-menu-geometry.csv
static and focused launcher surfaces,settings-menu-geometry,header simple menu item left inset,6.00,6.00,0.00,zero-delta,HeaderGeometry.SIMPLE_MENU_ITEM_SHELL_INSET,/private/tmp/astra-gui-final-margin-pass-v3/settings-menu-geometry.csv
static and focused launcher surfaces,settings-menu-geometry,header simple menu item right inset,6.00,6.00,0.00,zero-delta,HeaderGeometry.SIMPLE_MENU_ITEM_SHELL_INSET,/private/tmp/astra-gui-final-margin-pass-v3/settings-menu-geometry.csv
static and focused launcher surfaces,settings-menu-geometry,header simple menu label left inset,7.00,7.00,0.00,zero-delta,HeaderGeometry.ACTION_CLUSTER_GAP,/private/tmp/astra-gui-final-margin-pass-v3/settings-menu-geometry.csv
static and focused launcher surfaces,styled-log-geometry,log view left inset to status card,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_ROW_GAP + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/styled-log-geometry.csv
static and focused launcher surfaces,styled-log-geometry,log view right inset to status card,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_ROW_GAP + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/styled-log-geometry.csv
static and focused launcher surfaces,styled-log-geometry,log status title left inset,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/styled-log-geometry.csv
static and focused launcher surfaces,styled-log-geometry,log copy button right inset,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_ROW_GAP + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/styled-log-geometry.csv
static and focused launcher surfaces,styled-log-geometry,log source tab left inset from block,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_GROUP_TAB_LEFT_INSET,/private/tmp/astra-gui-final-margin-pass-v3/styled-log-geometry.csv
static and focused launcher surfaces,styled-log-geometry,log source block left inset to line accent,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/styled-log-geometry.csv
static and focused launcher surfaces,styled-log-geometry,log line accent width,3.00,3.00,0.00,zero-delta,StyledLogView.LOG_ACCENT_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/styled-log-geometry.csv
static and focused launcher surfaces,styled-log-geometry,log line accent to text,7.00,7.00,0.00,zero-delta,StyledLogView.LOG_LINE_GAP,/private/tmp/astra-gui-final-margin-pass-v3/styled-log-geometry.csv
static and focused launcher surfaces,styled-log-geometry,log message card title left inset,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-final-margin-pass-v3/styled-log-geometry.csv
